,MSA,year,value
5066,"Cleveland-Elyria, OH",2023,0.501287408
5450,"Cleveland-Elyria, OH",2024,0.501290164
75,"Coeur d'Alene, ID",2010,0.493820581
459,"Coeur d'Alene, ID",2011,0.48942043
843,"Coeur d'Alene, ID",2012,0.481398328
1227,"Coeur d'Alene, ID",2013,0.480322731
1611,"Coeur d'Alene, ID",2014,0.482307257
1995,"Coeur d'Alene, ID",2015,0.482214947
2379,"Coeur d'Alene, ID",2016,0.484233984
2763,"Coeur d'Alene, ID",2017,0.486530638
3147,"Coeur d'Alene, ID",2018,0.484898486
3531,"Coeur d'Alene, ID",2019,0.483816846
3915,"Coeur d'Alene, ID",2020,0.484373777
4299,"Coeur d'Alene, ID",2021,0.484412422
4683,"Coeur d'Alene, ID",2022,0.484415103
5067,"Coeur d'Alene, ID",2023,0.484415289
5451,"Coeur d'Alene, ID",2024,0.484415302
76,"College Station-Bryan, TX",2010,0.510611964
460,"College Station-Bryan, TX",2011,0.497720742
844,"College Station-Bryan, TX",2012,0.500183645
1228,"College Station-Bryan, TX",2013,0.504844081
1612,"College Station-Bryan, TX",2014,0.494045217
1996,"College Station-Bryan, TX",2015,0.496629644
2380,"College Station-Bryan, TX",2016,0.503496586
2764,"College Station-Bryan, TX",2017,0.505373896
3148,"College Station-Bryan, TX",2018,0.513807948
3532,"College Station-Bryan, TX",2019,0.517735185
3916,"College Station-Bryan, TX",2020,0.517735143
4300,"College Station-Bryan, TX",2021,0.517735143
4684,"College Station-Bryan, TX",2022,0.517735143
5068,"College Station-Bryan, TX",2023,0.517735143
5452,"College Station-Bryan, TX",2024,0.517735143
77,"Colorado Springs, CO",2010,0.485827825
461,"Colorado Springs, CO",2011,0.481711101
845,"Colorado Springs, CO",2012,0.475281127
1229,"Colorado Springs, CO",2013,0.465177249
1613,"Colorado Springs, CO",2014,0.460326962
1997,"Colorado Springs, CO",2015,0.457793283
2381,"Colorado Springs, CO",2016,0.460700373
2765,"Colorado Springs, CO",2017,0.468059655
3149,"Colorado Springs, CO",2018,0.474784387
3533,"Colorado Springs, CO",2019,0.478154067
3917,"Colorado Springs, CO",2020,0.479941489
4301,"Colorado Springs, CO",2021,0.481160451
4685,"Colorado Springs, CO",2022,0.481991744
5069,"Colorado Springs, CO",2023,0.482558659
5453,"Colorado Springs, CO",2024,0.482945276
78,"Columbia, MO",2010,0.485810199
462,"Columbia, MO",2011,0.493604082
846,"Columbia, MO",2012,0.492892032
1230,"Columbia, MO",2013,0.493662737
1614,"Columbia, MO",2014,0.49138619
1998,"Columbia, MO",2015,0.494093553
2382,"Columbia, MO",2016,0.479629893
2766,"Columbia, MO",2017,0.475328716
3150,"Columbia, MO",2018,0.47594633
3534,"Columbia, MO",2019,0.477876574
3918,"Columbia, MO",2020,0.47787658
4302,"Columbia, MO",2021,0.47787658
4686,"Columbia, MO",2022,0.47787658
5070,"Columbia, MO",2023,0.47787658
5454,"Columbia, MO",2024,0.47787658
79,"Columbia, SC",2010,0.480296136
463,"Columbia, SC",2011,0.48448006
847,"Columbia, SC",2012,0.488633259
1231,"Columbia, SC",2013,0.484501329
1615,"Columbia, SC",2014,0.494745156
1999,"Columbia, SC",2015,0.49911387
2383,"Columbia, SC",2016,0.494226543
2767,"Columbia, SC",2017,0.486001995
3151,"Columbia, SC",2018,0.481352427
3535,"Columbia, SC",2019,0.48104619
3919,"Columbia, SC",2020,0.481194263
4303,"Columbia, SC",2021,0.481175265
4687,"Columbia, SC",2022,0.481177702
5071,"Columbia, SC",2023,0.481177389
5455,"Columbia, SC",2024,0.481177429
80,"Columbus, GA-AL",2010,0.416707596
464,"Columbus, GA-AL",2011,0.415029892
848,"Columbus, GA-AL",2012,0.40825047
1232,"Columbus, GA-AL",2013,0.394318639
1616,"Columbus, GA-AL",2014,0.384338694
2000,"Columbus, GA-AL",2015,0.381451923
2384,"Columbus, GA-AL",2016,0.388534353
2768,"Columbus, GA-AL",2017,0.393553247
3152,"Columbus, GA-AL",2018,0.391413245
3536,"Columbus, GA-AL",2019,0.38243814
3920,"Columbus, GA-AL",2020,0.374921262
4304,"Columbus, GA-AL",2021,0.372277259
4688,"Columbus, GA-AL",2022,0.371347251
5072,"Columbus, GA-AL",2023,0.371020128
5456,"Columbus, GA-AL",2024,0.370905065
81,"Columbus, IN",2010,0.499609467
465,"Columbus, IN",2011,0.52842051
849,"Columbus, IN",2012,0.523980709
1233,"Columbus, IN",2013,0.526043563
1617,"Columbus, IN",2014,0.529945215
2001,"Columbus, IN",2015,0.53934543
2385,"Columbus, IN",2016,0.534457808
2769,"Columbus, IN",2017,0.537323781
3153,"Columbus, IN",2018,0.544546795
3537,"Columbus, IN",2019,0.533594337
3921,"Columbus, IN",2020,0.535757996
4305,"Columbus, IN",2021,0.53612532
4689,"Columbus, IN",2022,0.53618768
5073,"Columbus, IN",2023,0.536198267
5457,"Columbus, IN",2024,0.536200064
82,"Columbus, OH",2010,0.523219571
466,"Columbus, OH",2011,0.520353126
850,"Columbus, OH",2012,0.51945863
1234,"Columbus, OH",2013,0.515762684
1618,"Columbus, OH",2014,0.516824996
2002,"Columbus, OH",2015,0.515005169
2386,"Columbus, OH",2016,0.518470494
2770,"Columbus, OH",2017,0.516743406
3154,"Columbus, OH",2018,0.520236727
3538,"Columbus, OH",2019,0.521070589
3922,"Columbus, OH",2020,0.521374013
4306,"Columbus, OH",2021,0.521173723
4690,"Columbus, OH",2022,0.521305934
5074,"Columbus, OH",2023,0.521218662
5458,"Columbus, OH",2024,0.52127627
83,"Corpus Christi, TX",2010,0.499078275
467,"Corpus Christi, TX",2011,0.502287103
851,"Corpus Christi, TX",2012,0.500497339
1235,"Corpus Christi, TX",2013,0.497826191
1619,"Corpus Christi, TX",2014,0.491503923
2003,"Corpus Christi, TX",2015,0.48050961
2387,"Corpus Christi, TX",2016,0.486580115
2771,"Corpus Christi, TX",2017,0.485651601
3155,"Corpus Christi, TX",2018,0.482305684
3539,"Corpus Christi, TX",2019,0.482527784
3923,"Corpus Christi, TX",2020,0.481468829
4307,"Corpus Christi, TX",2021,0.482240068
4691,"Corpus Christi, TX",2022,0.481678373
5075,"Corpus Christi, TX",2023,0.482087457
5459,"Corpus Christi, TX",2024,0.481789521
84,"Corvallis, OR",2010,0.535419637
468,"Corvallis, OR",2011,0.535031183
852,"Corvallis, OR",2012,0.509333395
1236,"Corvallis, OR",2013,0.51024174
1620,"Corvallis, OR",2014,0.518981827
2004,"Corvallis, OR",2015,0.526292552
2388,"Corvallis, OR",2016,0.527035744
2772,"Corvallis, OR",2017,0.528750409
3156,"Corvallis, OR",2018,0.52247896
3540,"Corvallis, OR",2019,0.521391035
3924,"Corvallis, OR",2020,0.522769485
4308,"Corvallis, OR",2021,0.523526061
4692,"Corvallis, OR",2022,0.523941315
5076,"Corvallis, OR",2023,0.524169231
5460,"Corvallis, OR",2024,0.524294325
85,"Crestview-Fort Walton Beach-Destin, FL",2010,0.476955224
469,"Crestview-Fort Walton Beach-Destin, FL",2011,0.476485522
853,"Crestview-Fort Walton Beach-Destin, FL",2012,0.463912015
1237,"Crestview-Fort Walton Beach-Destin, FL",2013,0.455342007
1621,"Crestview-Fort Walton Beach-Destin, FL",2014,0.445123358
2005,"Crestview-Fort Walton Beach-Destin, FL",2015,0.446114856
2389,"Crestview-Fort Walton Beach-Destin, FL",2016,0.445629247
2773,"Crestview-Fort Walton Beach-Destin, FL",2017,0.443187636
3157,"Crestview-Fort Walton Beach-Destin, FL",2018,0.442722552
3541,"Crestview-Fort Walton Beach-Destin, FL",2019,0.440828766
3925,"Crestview-Fort Walton Beach-Destin, FL",2020,0.43985851
4309,"Crestview-Fort Walton Beach-Destin, FL",2021,0.439196129
4693,"Crestview-Fort Walton Beach-Destin, FL",2022,0.43874393
5077,"Crestview-Fort Walton Beach-Destin, FL",2023,0.438435221
5461,"Crestview-Fort Walton Beach-Destin, FL",2024,0.438224469
86,"Cumberland, MD-WV",2010,0.452321411
470,"Cumberland, MD-WV",2011,0.449034873
854,"Cumberland, MD-WV",2012,0.450335353
1238,"Cumberland, MD-WV",2013,0.448645659
1622,"Cumberland, MD-WV",2014,0.442999592
2006,"Cumberland, MD-WV",2015,0.436638332
2390,"Cumberland, MD-WV",2016,0.441495353
2774,"Cumberland, MD-WV",2017,0.451169161
3158,"Cumberland, MD-WV",2018,0.455196437
3542,"Cumberland, MD-WV",2019,0.458944945
3926,"Cumberland, MD-WV",2020,0.461419479
4310,"Cumberland, MD-WV",2021,0.461692574
4694,"Cumberland, MD-WV",2022,0.461722713
5078,"Cumberland, MD-WV",2023,0.461726039
5462,"Cumberland, MD-WV",2024,0.461726406
87,"Dallas-Fort Worth-Arlington, TX",2010,0.5211998
471,"Dallas-Fort Worth-Arlington, TX",2011,0.521287008
855,"Dallas-Fort Worth-Arlington, TX",2012,0.518559772
1239,"Dallas-Fort Worth-Arlington, TX",2013,0.517766431
1623,"Dallas-Fort Worth-Arlington, TX",2014,0.515544571
2007,"Dallas-Fort Worth-Arlington, TX",2015,0.515010296
2391,"Dallas-Fort Worth-Arlington, TX",2016,0.521036427
2775,"Dallas-Fort Worth-Arlington, TX",2017,0.523956137
3159,"Dallas-Fort Worth-Arlington, TX",2018,0.5272297
3543,"Dallas-Fort Worth-Arlington, TX",2019,0.532357533
3927,"Dallas-Fort Worth-Arlington, TX",2020,0.536304151
4311,"Dallas-Fort Worth-Arlington, TX",2021,0.539805377
4695,"Dallas-Fort Worth-Arlington, TX",2022,0.542911477
5079,"Dallas-Fort Worth-Arlington, TX",2023,0.545667041
5463,"Dallas-Fort Worth-Arlington, TX",2024,0.548111629
88,"Dalton, GA",2010,0.453963367
472,"Dalton, GA",2011,0.444825526
856,"Dalton, GA",2012,0.43258423
1240,"Dalton, GA",2013,0.424428847
1624,"Dalton, GA",2014,0.421826027
2008,"Dalton, GA",2015,0.428500549
2392,"Dalton, GA",2016,0.415560023
2776,"Dalton, GA",2017,0.418253643
3160,"Dalton, GA",2018,0.420099589
3544,"Dalton, GA",2019,0.408695171
3928,"Dalton, GA",2020,0.407051498
4312,"Dalton, GA",2021,0.4069342
4696,"Dalton, GA",2022,0.40692583
5080,"Dalton, GA",2023,0.406925232
5464,"Dalton, GA",2024,0.40692519
89,"Danville, IL",2010,0.458537482
473,"Danville, IL",2011,0.459110227
857,"Danville, IL",2012,0.451312112
1241,"Danville, IL",2013,0.440689955
1625,"Danville, IL",2014,0.439818006
2009,"Danville, IL",2015,0.441796135
2393,"Danville, IL",2016,0.436160726
2777,"Danville, IL",2017,0.433780844
3161,"Danville, IL",2018,0.433743579
3545,"Danville, IL",2019,0.43744555
3929,"Danville, IL",2020,0.44083897
4313,"Danville, IL",2021,0.440756986
4697,"Danville, IL",2022,0.440758966
5081,"Danville, IL",2023,0.440758919
5465,"Danville, IL",2024,0.44075892
90,"Daphne-Fairhope-Foley, AL",2010,0.452630084
474,"Daphne-Fairhope-Foley, AL",2011,0.441433763
858,"Daphne-Fairhope-Foley, AL",2012,0.435257304
1242,"Daphne-Fairhope-Foley, AL",2013,0.429766272
1626,"Daphne-Fairhope-Foley, AL",2014,0.424428792
2010,"Daphne-Fairhope-Foley, AL",2015,0.428153287
2394,"Daphne-Fairhope-Foley, AL",2016,0.430643398
2778,"Daphne-Fairhope-Foley, AL",2017,0.427341298
3162,"Daphne-Fairhope-Foley, AL",2018,0.434963623
3546,"Daphne-Fairhope-Foley, AL",2019,0.430010661
3930,"Daphne-Fairhope-Foley, AL",2020,0.42922244
4314,"Daphne-Fairhope-Foley, AL",2021,0.428833176
4698,"Daphne-Fairhope-Foley, AL",2022,0.428640938
5082,"Daphne-Fairhope-Foley, AL",2023,0.428546002
5466,"Daphne-Fairhope-Foley, AL",2024,0.428499117
91,"Davenport-Moline-Rock Island, IA-IL",2010,0.525363206
475,"Davenport-Moline-Rock Island, IA-IL",2011,0.518045103
859,"Davenport-Moline-Rock Island, IA-IL",2012,0.513517471
1243,"Davenport-Moline-Rock Island, IA-IL",2013,0.508038443
1627,"Davenport-Moline-Rock Island, IA-IL",2014,0.503067149
2011,"Davenport-Moline-Rock Island, IA-IL",2015,0.50417209
2395,"Davenport-Moline-Rock Island, IA-IL",2016,0.498079429
2779,"Davenport-Moline-Rock Island, IA-IL",2017,0.494519854
3163,"Davenport-Moline-Rock Island, IA-IL",2018,0.507220217
3547,"Davenport-Moline-Rock Island, IA-IL",2019,0.51288861
3931,"Davenport-Moline-Rock Island, IA-IL",2020,0.510528001
4315,"Davenport-Moline-Rock Island, IA-IL",2021,0.51092946
4699,"Davenport-Moline-Rock Island, IA-IL",2022,0.510861186
5083,"Davenport-Moline-Rock Island, IA-IL",2023,0.510872797
5467,"Davenport-Moline-Rock Island, IA-IL",2024,0.510870822
92,"Dayton-Kettering, OH",2010,0.496262218
476,"Dayton-Kettering, OH",2011,0.488211393
860,"Dayton-Kettering, OH",2012,0.480146656
1244,"Dayton-Kettering, OH",2013,0.47155692
1628,"Dayton-Kettering, OH",2014,0.474310782
2012,"Dayton-Kettering, OH",2015,0.479370698
2396,"Dayton-Kettering, OH",2016,0.479995908
2780,"Dayton-Kettering, OH",2017,0.481520306
3164,"Dayton-Kettering, OH",2018,0.483762024
3548,"Dayton-Kettering, OH",2019,0.483739077
3932,"Dayton-Kettering, OH",2020,0.482495272
4316,"Dayton-Kettering, OH",2021,0.48222015
4700,"Dayton-Kettering, OH",2022,0.482159295
5084,"Dayton-Kettering, OH",2023,0.482145834
5468,"Dayton-Kettering, OH",2024,0.482142857
93,"Decatur, AL",2010,0.476700227
477,"Decatur, AL",2011,0.46797988
861,"Decatur, AL",2012,0.465362424
1245,"Decatur, AL",2013,0.460671516
1629,"Decatur, AL",2014,0.454685783
2013,"Decatur, AL",2015,0.451152291
2397,"Decatur, AL",2016,0.452674519
2781,"Decatur, AL",2017,0.454056757
3165,"Decatur, AL",2018,0.474386108
3549,"Decatur, AL",2019,0.477343171
3933,"Decatur, AL",2020,0.479675557
4317,"Decatur, AL",2021,0.480921146
4701,"Decatur, AL",2022,0.481586342
5085,"Decatur, AL",2023,0.481941583
5469,"Decatur, AL",2024,0.482131296
94,"Decatur, IL",2010,0.500880067
478,"Decatur, IL",2011,0.497750352
862,"Decatur, IL",2012,0.492382007
1246,"Decatur, IL",2013,0.472832486
1630,"Decatur, IL",2014,0.459272912
2014,"Decatur, IL",2015,0.476603039
2398,"Decatur, IL",2016,0.465017907
2782,"Decatur, IL",2017,0.46412205
3166,"Decatur, IL",2018,0.47249866
3550,"Decatur, IL",2019,0.462450365
3934,"Decatur, IL",2020,0.462652396
4318,"Decatur, IL",2021,0.462502225
4702,"Decatur, IL",2022,0.462613848
5086,"Decatur, IL",2023,0.462530878
5470,"Decatur, IL",2024,0.46259255
95,"Deltona-Daytona Beach-Ormond Beach, FL",2010,0.468178139
479,"Deltona-Daytona Beach-Ormond Beach, FL",2011,0.464681396
863,"Deltona-Daytona Beach-Ormond Beach, FL",2012,0.463846016
1247,"Deltona-Daytona Beach-Ormond Beach, FL",2013,0.45960089
1631,"Deltona-Daytona Beach-Ormond Beach, FL",2014,0.4532241
2015,"Deltona-Daytona Beach-Ormond Beach, FL",2015,0.451249746
2399,"Deltona-Daytona Beach-Ormond Beach, FL",2016,0.45586207
2783,"Deltona-Daytona Beach-Ormond Beach, FL",2017,0.452515717
3167,"Deltona-Daytona Beach-Ormond Beach, FL",2018,0.451009289
3551,"Deltona-Daytona Beach-Ormond Beach, FL",2019,0.45089285
3935,"Deltona-Daytona Beach-Ormond Beach, FL",2020,0.450027396
4319,"Deltona-Daytona Beach-Ormond Beach, FL",2021,0.450713534
4703,"Deltona-Daytona Beach-Ormond Beach, FL",2022,0.45016956
5087,"Deltona-Daytona Beach-Ormond Beach, FL",2023,0.450600826
5471,"Deltona-Daytona Beach-Ormond Beach, FL",2024,0.450258915
96,"Denver-Aurora-Lakewood, CO ",2010,0.555095805
480,"Denver-Aurora-Lakewood, CO ",2011,0.551691602
864,"Denver-Aurora-Lakewood, CO ",2012,0.548525171
1248,"Denver-Aurora-Lakewood, CO ",2013,0.541512052
1632,"Denver-Aurora-Lakewood, CO ",2014,0.540169058
2016,"Denver-Aurora-Lakewood, CO ",2015,0.536976483
2400,"Denver-Aurora-Lakewood, CO ",2016,0.541303682
2784,"Denver-Aurora-Lakewood, CO ",2017,0.553963378
3168,"Denver-Aurora-Lakewood, CO ",2018,0.561279682
3552,"Denver-Aurora-Lakewood, CO ",2019,0.568953158
3936,"Denver-Aurora-Lakewood, CO ",2020,0.5741733
4320,"Denver-Aurora-Lakewood, CO ",2021,0.577582511
4704,"Denver-Aurora-Lakewood, CO ",2022,0.579809026
5088,"Denver-Aurora-Lakewood, CO ",2023,0.581263135
5472,"Denver-Aurora-Lakewood, CO ",2024,0.582212796
97,"Des Moines-West Des Moines, IA",2010,0.529019756
481,"Des Moines-West Des Moines, IA",2011,0.516185535
865,"Des Moines-West Des Moines, IA",2012,0.515903558
1249,"Des Moines-West Des Moines, IA",2013,0.524151598
1633,"Des Moines-West Des Moines, IA",2014,0.523686528
2017,"Des Moines-West Des Moines, IA",2015,0.51534293
2401,"Des Moines-West Des Moines, IA",2016,0.512123447
2785,"Des Moines-West Des Moines, IA",2017,0.505546563
3169,"Des Moines-West Des Moines, IA",2018,0.51350745
3553,"Des Moines-West Des Moines, IA",2019,0.524427564
3937,"Des Moines-West Des Moines, IA",2020,0.527805005
4321,"Des Moines-West Des Moines, IA",2021,0.529140698
4705,"Des Moines-West Des Moines, IA",2022,0.52966893
5089,"Des Moines-West Des Moines, IA",2023,0.529877833
5473,"Des Moines-West Des Moines, IA",2024,0.529960449
98,"Detroit-Warren-Dearborn, MI",2010,0.467243216
482,"Detroit-Warren-Dearborn, MI",2011,0.464650339
866,"Detroit-Warren-Dearborn, MI",2012,0.468304508
1250,"Detroit-Warren-Dearborn, MI",2013,0.468695906
1634,"Detroit-Warren-Dearborn, MI",2014,0.466556597
2018,"Detroit-Warren-Dearborn, MI",2015,0.473134041
2402,"Detroit-Warren-Dearborn, MI",2016,0.485609764
2786,"Detroit-Warren-Dearborn, MI",2017,0.4901394
3170,"Detroit-Warren-Dearborn, MI",2018,0.49836676
3554,"Detroit-Warren-Dearborn, MI",2019,0.500750643
3938,"Detroit-Warren-Dearborn, MI",2020,0.503265489
4322,"Detroit-Warren-Dearborn, MI",2021,0.505129505
4706,"Detroit-Warren-Dearborn, MI",2022,0.506511123
5090,"Detroit-Warren-Dearborn, MI",2023,0.507535184
5474,"Detroit-Warren-Dearborn, MI",2024,0.508294224
99,"Dothan, AL",2010,0.452811045
483,"Dothan, AL",2011,0.443094782
867,"Dothan, AL",2012,0.435367045
1251,"Dothan, AL",2013,0.426472882
1635,"Dothan, AL",2014,0.422262058
2019,"Dothan, AL",2015,0.41615763
2403,"Dothan, AL",2016,0.423949819
2787,"Dothan, AL",2017,0.421726017
3171,"Dothan, AL",2018,0.428535774
3555,"Dothan, AL",2019,0.430020488
3939,"Dothan, AL",2020,0.431684016
4323,"Dothan, AL",2021,0.433039432
4707,"Dothan, AL",2022,0.434143803
5091,"Dothan, AL",2023,0.435043626
5475,"Dothan, AL",2024,0.435776787
100,"Dover, DE",2010,0.454754658
484,"Dover, DE",2011,0.456077766
868,"Dover, DE",2012,0.44565055
1252,"Dover, DE",2013,0.441652173
1636,"Dover, DE",2014,0.443618188
2020,"Dover, DE",2015,0.446218982
2404,"Dover, DE",2016,0.443944724
2788,"Dover, DE",2017,0.437413243
3172,"Dover, DE",2018,0.43903327
3556,"Dover, DE",2019,0.44432091
3940,"Dover, DE",2020,0.445847598
4324,"Dover, DE",2021,0.445784486
4708,"Dover, DE",2022,0.445787095
5092,"Dover, DE",2023,0.445786987
5476,"Dover, DE",2024,0.445786992
101,"Dubuque, IA",2010,0.585005696
485,"Dubuque, IA",2011,0.578626325
869,"Dubuque, IA",2012,0.578557992
1253,"Dubuque, IA",2013,0.577070196
1637,"Dubuque, IA",2014,0.584809444
2021,"Dubuque, IA",2015,0.576066082
2405,"Dubuque, IA",2016,0.563345494
2789,"Dubuque, IA",2017,0.554272351
3173,"Dubuque, IA",2018,0.573161924
3557,"Dubuque, IA",2019,0.5887207
3941,"Dubuque, IA",2020,0.5919991
4325,"Dubuque, IA",2021,0.59216395
4709,"Dubuque, IA",2022,0.592172239
5093,"Dubuque, IA",2023,0.592172656
5477,"Dubuque, IA",2024,0.592172677
102,"Duluth, MN-WI",2010,0.493911379
486,"Duluth, MN-WI",2011,0.487945381
870,"Duluth, MN-WI",2012,0.493514281
1254,"Duluth, MN-WI",2013,0.490463243
1638,"Duluth, MN-WI",2014,0.49405535
2022,"Duluth, MN-WI",2015,0.493185293
2406,"Duluth, MN-WI",2016,0.49424489
2790,"Duluth, MN-WI",2017,0.493154807
3174,"Duluth, MN-WI",2018,0.492670953
3558,"Duluth, MN-WI",2019,0.496512337
3942,"Duluth, MN-WI",2020,0.493929859
4326,"Duluth, MN-WI",2021,0.495710446
4710,"Duluth, MN-WI",2022,0.494482753
5094,"Duluth, MN-WI",2023,0.495329233
5478,"Duluth, MN-WI",2024,0.494745595
103,"Durham-Chapel Hill, NC",2010,0.461093442
487,"Durham-Chapel Hill, NC",2011,0.465335709
871,"Durham-Chapel Hill, NC",2012,0.467797193
1255,"Durham-Chapel Hill, NC",2013,0.459003259
1639,"Durham-Chapel Hill, NC",2014,0.460731665
2023,"Durham-Chapel Hill, NC",2015,0.465280909
2407,"Durham-Chapel Hill, NC",2016,0.468652038
2791,"Durham-Chapel Hill, NC",2017,0.469503483
3175,"Durham-Chapel Hill, NC",2018,0.471784358
3559,"Durham-Chapel Hill, NC",2019,0.473751759
3943,"Durham-Chapel Hill, NC",2020,0.474005707
4327,"Durham-Chapel Hill, NC",2021,0.4739746
4711,"Durham-Chapel Hill, NC",2022,0.473978411
5095,"Durham-Chapel Hill, NC",2023,0.473977944
5479,"Durham-Chapel Hill, NC",2024,0.473978001
104,"East Stroudsburg, PA",2010,0.483058481
488,"East Stroudsburg, PA",2011,0.482485829
872,"East Stroudsburg, PA",2012,0.485791209
1256,"East Stroudsburg, PA",2013,0.477721012
1640,"East Stroudsburg, PA",2014,0.47381415
2024,"East Stroudsburg, PA",2015,0.483160241
2408,"East Stroudsburg, PA",2016,0.489910961
2792,"East Stroudsburg, PA",2017,0.484380119
3176,"East Stroudsburg, PA",2018,0.486236961
3560,"East Stroudsburg, PA",2019,0.492943602
3944,"East Stroudsburg, PA",2020,0.494078227
4328,"East Stroudsburg, PA",2021,0.493801551
4712,"East Stroudsburg, PA",2022,0.493869018
5096,"East Stroudsburg, PA",2023,0.493852566
5480,"East Stroudsburg, PA",2024,0.493856578
105,"Eau Claire, WI",2010,0.560576536
489,"Eau Claire, WI",2011,0.565370873
873,"Eau Claire, WI",2012,0.556512826
1257,"Eau Claire, WI",2013,0.550072199
1641,"Eau Claire, WI",2014,0.549577938
2025,"Eau Claire, WI",2015,0.551688509
2409,"Eau Claire, WI",2016,0.554755753
2793,"Eau Claire, WI",2017,0.554596035
3177,"Eau Claire, WI",2018,0.548781936
3561,"Eau Claire, WI",2019,0.545303123
3945,"Eau Claire, WI",2020,0.544639064
4329,"Eau Claire, WI",2021,0.54450413
4713,"Eau Claire, WI",2022,0.544476712
5097,"Eau Claire, WI",2023,0.544471141
5481,"Eau Claire, WI",2024,0.544470009
109,"El Centro, CA",2010,0.454039699
493,"El Centro, CA",2011,0.460759105
877,"El Centro, CA",2012,0.453790174
1261,"El Centro, CA",2013,0.442359356
1645,"El Centro, CA",2014,0.442075809
2029,"El Centro, CA",2015,0.419091636
2413,"El Centro, CA",2016,0.41373301
2797,"El Centro, CA",2017,0.391320624
3181,"El Centro, CA",2018,0.395343841
3565,"El Centro, CA",2019,0.396672461
3949,"El Centro, CA",2020,0.39470134
4333,"El Centro, CA",2021,0.393102424
4717,"El Centro, CA",2022,0.39180543
5101,"El Centro, CA",2023,0.390753345
5485,"El Centro, CA",2024,0.389899925
106,"El Paso, TX",2010,0.428918726
490,"El Paso, TX",2011,0.423021518
874,"El Paso, TX",2012,0.41880438
1258,"El Paso, TX",2013,0.417927051
1642,"El Paso, TX",2014,0.408353234
2026,"El Paso, TX",2015,0.414756793
2410,"El Paso, TX",2016,0.421107885
2794,"El Paso, TX",2017,0.425463032
3178,"El Paso, TX",2018,0.431915857
3562,"El Paso, TX",2019,0.435537907
3946,"El Paso, TX",2020,0.438070807
4330,"El Paso, TX",2021,0.440591248
4714,"El Paso, TX",2022,0.443099289
5098,"El Paso, TX",2023,0.445594993
5482,"El Paso, TX",2024,0.448078419
107,"Elizabethtown-Fort Knox, KY",2010,0.4431734
491,"Elizabethtown-Fort Knox, KY",2011,0.434030095
875,"Elizabethtown-Fort Knox, KY",2012,0.439878285
1259,"Elizabethtown-Fort Knox, KY",2013,0.425624721
1643,"Elizabethtown-Fort Knox, KY",2014,0.416146366
2027,"Elizabethtown-Fort Knox, KY",2015,0.434732997
2411,"Elizabethtown-Fort Knox, KY",2016,0.441852814
2795,"Elizabethtown-Fort Knox, KY",2017,0.441192898
3179,"Elizabethtown-Fort Knox, KY",2018,0.437490617
3563,"Elizabethtown-Fort Knox, KY",2019,0.436476794
3947,"Elizabethtown-Fort Knox, KY",2020,0.436476381
4331,"Elizabethtown-Fort Knox, KY",2021,0.436476442
4715,"Elizabethtown-Fort Knox, KY",2022,0.436476433
5099,"Elizabethtown-Fort Knox, KY",2023,0.436476434
5483,"Elizabethtown-Fort Knox, KY",2024,0.436476434
108,"Elkhart-Goshen, IN",2010,0.466064998
492,"Elkhart-Goshen, IN",2011,0.477095406
876,"Elkhart-Goshen, IN",2012,0.487872422
1260,"Elkhart-Goshen, IN",2013,0.492689993
1644,"Elkhart-Goshen, IN",2014,0.505781366
2028,"Elkhart-Goshen, IN",2015,0.518367447
2412,"Elkhart-Goshen, IN",2016,0.532306695
2796,"Elkhart-Goshen, IN",2017,0.555045692
3180,"Elkhart-Goshen, IN",2018,0.555951113
3564,"Elkhart-Goshen, IN",2019,0.537062435
3948,"Elkhart-Goshen, IN",2020,0.525117119
4332,"Elkhart-Goshen, IN",2021,0.521286584
4716,"Elkhart-Goshen, IN",2022,0.520058237
5100,"Elkhart-Goshen, IN",2023,0.519664339
5484,"Elkhart-Goshen, IN",2024,0.519538027
110,"Elmira, NY",2010,0.464660555
494,"Elmira, NY",2011,0.456101868
878,"Elmira, NY",2012,0.453997779
1262,"Elmira, NY",2013,0.436977744
1646,"Elmira, NY",2014,0.432304392
2030,"Elmira, NY",2015,0.427599331
2414,"Elmira, NY",2016,0.413595815
2798,"Elmira, NY",2017,0.413861877
3182,"Elmira, NY",2018,0.421564306
3566,"Elmira, NY",2019,0.42055694
3950,"Elmira, NY",2020,0.420377816
4334,"Elmira, NY",2021,0.420229934
4718,"Elmira, NY",2022,0.420107845
5102,"Elmira, NY",2023,0.42000705
5486,"Elmira, NY",2024,0.419923835
111,"Enid, OK",2010,0.46357278
495,"Enid, OK",2011,0.4775439
879,"Enid, OK",2012,0.488916758
1263,"Enid, OK",2013,0.463540164
1647,"Enid, OK",2014,0.474820831
2031,"Enid, OK",2015,0.47414938
2415,"Enid, OK",2016,0.456563135
2799,"Enid, OK",2017,0.443311688
3183,"Enid, OK",2018,0.442442098
3567,"Enid, OK",2019,0.437663784
3951,"Enid, OK",2020,0.436279797
4335,"Enid, OK",2021,0.437486085
4719,"Enid, OK",2022,0.43643468
5103,"Enid, OK",2023,0.437351088
5487,"Enid, OK",2024,0.436552343
112,"Erie, PA",2010,0.483958276
496,"Erie, PA",2011,0.487653158
880,"Erie, PA",2012,0.481497663
1264,"Erie, PA",2013,0.476896661
1648,"Erie, PA",2014,0.477455328
